GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,SYMBOL,P2,FDR P,FDR significant P,Bonferroni P,Bonferroni significant P,FDR P2,FDR significant P2,Bonferroni P2,Bonferroni significant P2
ENSG00000122591,7,22980878,23053749,122,9,151188,0.95591,0.16956,FAM126A,0.8544743050824916,0.7466244337581148,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000185559,14,101192042,101201539,6,3,151188,0.95552,0.16965999999999998,DLK1,0.2446988647660417,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000198431,12,104609557,104744061,89,11,151188,0.95477,0.16985,TXNRD1,0.6912382870441246,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000181552,14,21236586,21239107,6,2,151188,0.95448,0.16992000000000002,EDDM3B,0.2641881526493888,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000197702,11,12398732,12552348,163,36,151188,0.95422,0.16999,PARVA,0.4932231437718032,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000179695,12,55845998,55846936,1,1,151188,0.95417,0.17,OR6C2,0.09215788466478747,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000268927,16,70695570,70699739,1,1,151188,0.95417,0.17,FLJ00418,0.08483096070174934,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000185633,12,57628686,57634498,1,1,151188,0.95417,0.17,NDUFA4L2,0.6481819928970626,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000180913,11,6149840,6150706,1,1,151188,0.95417,0.17,OR56B3P,0.6713753491129096,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000188280,22,20692438,20716938,1,1,151188,0.95417,0.17,FAM230A,0.7079439541748523,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000178035,3,49061758,49066841,1,1,151188,0.95417,0.17,IMPDH2,0.4426423672643708,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000126062,3,50392180,50397041,1,1,151188,0.95417,0.17,TMEM115,0.023486337574635585,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000172661,10,46222648,46288409,18,1,151188,0.95411,0.17001,FAM21C,0.550765095185215,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000141698,17,39981335,39992523,8,1,151188,0.9537,0.17012,NT5C3B,0.09994696777075164,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000144840,3,120405528,120461840,68,8,151188,0.95341,0.17019,RABL3,0.016887447474874473,0.7466244337581148,No,1.0,No,0.9759844778396058,No,1.0,No
ENSG00000163624,4,85504132,85572491,58,7,151188,0.95332,0.17021,CDS1,0.4085680395778054,0.7466244337581148,No,1.0,No,0.9953130319001716,No,1.0,No
ENSG00000124164,20,56964178,57026157,71,6,151188,0.95314,0.17026,VAPB,0.8147732960397818,0.7466244337581148,No,1.0,No,0.9968658510550727,No,1.0,No
ENSG00000115590,2,102608306,102645006,95,6,151188,0.953,0.1703,IL1R2,0.2972490298491145,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000116285,1,8064464,8086368,21,3,151188,0.95286,0.17033,ERRFI1,0.7774254218769147,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000112242,6,20402398,20493941,110,19,151188,0.95267,0.17038,E2F3,0.5942535966141356,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164164,4,146031990,146101313,27,5,151188,0.95265,0.17038,OTUD4,0.5913060910421849,0.7466244337581148,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000118939,13,76123619,76180085,60,6,151188,0.95255,0.17040999999999998,UCHL3,0.2014793568707024,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000128591,7,128470431,128499328,24,3,151188,0.95253,0.17040999999999998,FLNC,0.14716347734292512,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000171564,4,155484108,155492238,13,1,151188,0.95225,0.17049,FGB,0.5838901078820223,0.7467034895457823,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000100105,22,31721790,31742218,14,4,151188,0.95214,0.17051,PATZ1,0.9005437918610695,0.7467034895457823,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000035115,2,217730,266398,72,6,151188,0.95174,0.17060999999999998,SH3YL1,0.5687387042452035,0.7469575546480903,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000141194,17,56232494,56233517,3,1,151188,0.95159,0.17065,OR4D1,0.7408088537095806,0.7469575546480903,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000107551,10,45454855,45491339,29,6,151188,0.95062,0.1709,RASSF4,0.6972520136404643,0.7477318530964954,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000136718,2,131099798,131105383,5,2,151188,0.95057,0.17090999999999998,IMP4,0.9730346924157668,0.7477318530964954,No,1.0,No,0.9993473713798848,No,1.0,No
ENSG00000233927,19,8386042,8388224,8,3,151188,0.95041,0.17095,RPS28,0.7821493316409114,0.7477318530964954,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000179094,17,8043790,8059824,7,2,151188,0.95003,0.17105,PER1,0.7995081815722375,0.7478976823416507,No,1.0,No,0.9964550573651818,No,1.0,No
ENSG00000123643,5,150816607,150871942,97,9,151188,0.94993,0.17107,SLC36A1,0.25142399031175744,0.7478976823416507,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000170222,17,10600911,10614550,11,1,151188,0.94952,0.17118,ADPRM,0.7540830685150679,0.7481070503597121,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000137343,6,30594619,30614600,13,5,151188,0.94944,0.1712,ATAT1,0.5618501952346563,0.7481070503597121,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000140319,15,40327940,40331389,6,2,151188,0.94911,0.17128,SRP14,0.8604314896007791,0.7482771901222728,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000184601,14,105046021,105056852,6,1,151188,0.94888,0.17134000000000002,C14orf180,0.3910608132083826,0.7483598945349953,No,1.0,No,0.9947360706357685,No,1.0,No
ENSG00000173421,3,49235861,49295537,50,4,151188,0.94821,0.17151,CCDC36,0.4719853953968738,0.7488648563218391,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000204305,6,32148745,32152101,6,3,151188,0.94805,0.17155,AGER,0.6952475119475329,0.7488648563218391,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000198945,6,130334844,130462594,125,13,151188,0.9479,0.17159000000000002,L3MBTL3,0.19741337374002,0.7488648563218391,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000132879,1,11714432,11723384,5,2,151188,0.94779,0.17162,FBXO44,0.6569292519726067,0.7488648563218391,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000166924,7,100081550,100092422,8,1,151188,0.94757,0.17168,NYAP1,0.8950348268377784,0.7489473210438113,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000237289,15,43885252,43897099,11,1,151188,0.94665,0.17190999999999998,CKMT1B,0.3879607394934662,0.7495423299116734,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000099821,19,617223,633597,11,2,151188,0.94655,0.17193,POLRMT,0.7629641733108349,0.7495423299116734,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000127152,14,99635624,99737861,121,22,151188,0.94616,0.17203,BCL11B,0.7052071342767007,0.7495423299116734,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000117862,1,52485803,52521843,48,4,151188,0.94599,0.17207999999999998,TXNDC12,0.9524486905010872,0.7495423299116734,No,1.0,No,0.9986342999312973,No,1.0,No
ENSG00000172137,16,71392616,71424341,53,6,151188,0.94583,0.17212,CALB2,0.7640282790799537,0.7495423299116734,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000025423,12,57145945,57181574,23,3,151188,0.94558,0.17218,HSD17B6,0.3683279400201168,0.7495423299116734,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000141556,17,80709940,80900724,345,15,151188,0.94542,0.17222,TBCD,0.8352390279807217,0.7495423299116734,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000160685,1,154975127,154990998,7,3,151188,0.94525,0.17227,ZBTB7B,0.7603143924117195,0.7495423299116734,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000163491,3,27151576,27410951,500,13,151188,0.94519,0.17228,NEK10,0.2601841145891487,0.7495423299116734,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000185950,13,110406184,110438915,40,8,151188,0.94519,0.17228,IRS2,0.2906345896480127,0.7495423299116734,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000140374,15,76507696,76603813,162,9,151188,0.94517,0.17229,ETFA,0.22946980626939706,0.7495423299116734,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000119782,2,24272571,24286551,20,3,151188,0.94507,0.17231,FKBP1B,0.13339719370196956,0.7495423299116734,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000187595,17,40177594,40217383,11,2,151188,0.94485,0.17237,ZNF385C,0.4138353251704064,0.7495877905611645,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000065243,1,89149905,89301938,335,8,151188,0.94438,0.17249,PKN2,0.3331567722916242,0.7495877905611645,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000234949,2,238499663,238504624,15,6,151188,0.94386,0.17262,AC104667.3,0.5495319413241929,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000064961,19,3572775,3579086,3,1,151188,0.94378,0.17264000000000002,HMG20B,0.8474593150929707,0.7495877905611645,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000198218,3,49067140,49131796,30,3,151188,0.94376,0.17265,QRICH1,0.046802746371256136,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000131381,3,15111580,15140670,46,3,151188,0.94344,0.17273,ZFYVE20,0.1602339913385913,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000111364,12,124086624,124105488,59,6,151188,0.94337,0.17275,DDX55,0.1386717578107337,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000003756,3,50126341,50156454,23,4,151188,0.94333,0.17276,RBM5,0.3651331049755228,0.7495877905611645,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000143257,1,161199456,161208092,9,4,151188,0.94289,0.17287,NR1I3,0.4627873989364971,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000071537,14,81937893,82000205,35,5,151188,0.94257,0.17295,SEL1L,0.506336237273212,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000218739,2,37423631,37443336,13,5,151188,0.94243,0.17299,CEBPZ-AS1,0.35843150039912297,0.7495877905611645,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000157426,4,57204456,57253666,119,9,151188,0.94237,0.173,AASDH,0.7130788734325825,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000100425,22,50166931,50221160,51,5,151188,0.94233,0.17301,BRD1,0.12015207663704094,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000019505,11,45261852,45307870,75,8,151188,0.94225,0.17303,SYT13,0.3087755457640594,0.7495877905611645,No,1.0,No,0.9894794504579912,No,1.0,No
ENSG00000130383,19,5865837,5903798,60,7,151188,0.94181,0.17314000000000002,FUT5,0.6066099958194076,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000167207,16,50727514,50766988,44,4,151188,0.94158,0.1732,NOD2,0.2706734370361519,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000137251,6,54172657,54254950,121,16,151188,0.94127,0.17328,TINAG,0.8985143307461609,0.7495877905611645,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000135924,2,220143989,220151622,5,1,151188,0.94122,0.1733,DNAJB2,0.9746753053784041,0.7495877905611645,No,1.0,No,0.9995523372481598,No,1.0,No
ENSG00000259040,6,7881755,8064597,339,31,151188,0.94105,0.17334000000000002,BLOC1S5-TXNDC5,0.43171223230343103,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000137142,9,38408991,38424444,15,4,151188,0.94094,0.17337,IGFBPL1,0.44274331433733016,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000148204,9,126118449,126142603,13,4,151188,0.94095,0.17337,CRB2,0.41802477804871774,0.7495877905611645,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000167004,15,44038590,44065477,27,3,151188,0.94057,0.17346,PDIA3,0.1046141321376387,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000037757,19,13875346,13885096,7,2,151188,0.94055,0.17347,MRI1,0.4427245041049263,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000142920,1,33546705,33586131,17,2,151188,0.94036,0.17352,ADC,0.6029014357983209,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000144659,3,39424839,39438842,15,2,151188,0.93956,0.17372,SLC25A38,0.8140139882353601,0.7495877905611645,No,1.0,No,0.9968658510550727,No,1.0,No
ENSG00000176979,4,165953105,165962896,3,1,151188,0.93948,0.17374,TRIM60,0.37268420676876396,0.7495877905611645,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000152219,11,30344598,30359774,34,5,151188,0.93903,0.17386,ARL14EP,0.22124816234635625,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000158882,1,161195793,161200408,2,1,151188,0.93895,0.17388,TOMM40L,0.7604416044103441,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000146476,6,151773422,151791236,22,4,151188,0.93882,0.17390999999999998,C6orf211,0.2658731085287239,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000168152,4,83821837,83841122,27,3,151188,0.93881,0.17390999999999998,THAP9,0.5192130222947814,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000186205,1,220960101,220987735,53,13,151188,0.93848,0.174,MARC1,0.4762108015755317,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000072135,2,131113580,131132982,6,1,151188,0.93818,0.17407999999999998,PTPN18,0.5873697895939141,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000139192,12,6560856,6575683,43,5,151188,0.93809,0.1741,TAPBPL,0.9316945841498844,0.7495877905611645,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000198000,9,95059640,95087918,53,5,151188,0.93806,0.17411,NOL8,0.4820242623985537,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000161940,17,6926339,6933609,8,3,151188,0.93788,0.17415,BCL6B,0.9571679047497106,0.7495877905611645,No,1.0,No,0.9988656710181785,No,1.0,No
ENSG00000198331,11,125753509,125770543,28,3,151188,0.93773,0.17419,HYLS1,0.1401715030761298,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000205328,12,55794214,55795289,2,1,151188,0.93747,0.17426,OR6C65,0.5083328197417232,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000135720,16,66754796,66785701,48,3,151188,0.93737,0.17428,DYNC1LI2,0.8383457876930388,0.7495877905611645,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000134684,1,33240840,33283754,57,5,151188,0.93719,0.17432999999999998,YARS,0.428000544142836,0.7495877905611645,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000176771,2,133429374,134326034,1142,95,151188,0.93713,0.17435,NCKAP5,0.3863479031032546,0.7495877905611645,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000081248,1,201008642,201081694,143,27,151188,0.93708,0.17436,CACNA1S,0.4932937108919153,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000269741,19,51499274,51512837,41,5,151188,0.93701,0.17438,KLK9,0.5158478340117512,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000126214,14,104028233,104167888,209,11,151188,0.93691,0.1744,KLC1,0.15224479237708688,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000076944,19,7701767,7712759,5,2,151188,0.93688,0.17440999999999998,STXBP2,0.27006562353667696,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000206190,15,25922420,26110317,326,43,151188,0.93674,0.17445,ATP10A,0.20427457037246202,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000174574,1,39456895,39471731,31,4,151188,0.93666,0.17447,AKIRIN1,0.7088208827430971,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000100100,22,31677579,31688520,20,4,151188,0.93658,0.17449,PIK3IP1,0.032650011219169765,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000160183,21,43791999,43816955,57,13,151188,0.93649,0.17451,TMPRSS3,0.4614167443106859,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000171823,12,1675159,1703331,10,5,151188,0.93621,0.17458,FBXL14,0.27796521440048605,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000065183,1,118472343,118509165,48,4,151188,0.93613,0.1746,WDR3,0.7775323420401615,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000269215,5,39105358,39107350,2,1,151188,0.93606,0.17462,AC008964.1,0.6389789266492875,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000268111,20,44095910,44107452,11,3,151188,0.93572,0.17471,AL031663.1,0.7956893498657402,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000175215,12,58213710,58240522,4,2,151188,0.93563,0.17473,CTDSP2,0.7301937747595091,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000172432,6,43573053,43596899,15,2,151188,0.93551,0.17476,GTPBP2,0.3783919066622211,0.7495877905611645,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000137573,8,70378859,70573150,252,40,151188,0.93536,0.1748,SULF1,0.9133015644758069,0.7495877905611645,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000135457,12,51487446,51566926,161,14,151188,0.93509,0.17487,TFCP2,0.8693718012469844,0.7495877905611645,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000214841,7,34685709,34699772,44,7,151188,0.93506,0.17488,AC005493.1,0.37345816904854057,0.7495877905611645,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000132749,11,68474908,68519032,42,2,151188,0.93498,0.1749,MTL5,0.06731158372264556,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000163067,2,95831177,95850065,10,2,151188,0.93488,0.17493,ZNF2,0.100691965231962,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000111339,12,14978503,14996429,34,3,151188,0.93473,0.17496,ART4,0.4406573358834185,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000165283,9,35099888,35103154,3,1,151188,0.9347,0.17497,STOML2,0.9496605311196926,0.7495877905611645,No,1.0,No,0.9986342999312973,No,1.0,No
ENSG00000167858,17,6692452,6735080,43,8,151188,0.93468,0.17498,TEKT1,0.2507354171177329,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000113205,5,140480234,140483406,12,3,151188,0.93451,0.17502,PCDHB3,0.5310018200209295,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000214402,9,139876356,139880862,9,1,151188,0.93449,0.17503,LCNL1,0.6862523695892546,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000138796,4,108910870,108956331,79,3,151188,0.93434,0.17506,HADH,0.12300664330627695,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000258881,2,71166448,71222466,43,13,151188,0.93427,0.17508,AC007040.11,0.3053808286754366,0.7495877905611645,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000123427,12,58165275,58176324,12,1,151188,0.93389,0.17518,METTL21B,0.6243481527959266,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000126464,19,50094900,50129696,20,2,151188,0.93385,0.17519,PRR12,0.43708535999261894,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000091513,3,133464800,133497850,73,9,151188,0.93385,0.17519,TF,0.5176133550874015,0.7495877905611645,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000120262,6,151815165,151942328,173,22,151188,0.9338,0.1752,CCDC170,0.8497712387733376,0.7495877905611645,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000131096,17,42030106,42081837,23,5,151188,0.93328,0.17534,PYY,0.1627426926251715,0.7499004548651818,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000170549,5,3596168,3601517,3,2,151188,0.93317,0.17537,IRX1,0.7361015112205714,0.7499004548651818,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000175662,17,17746828,17875736,82,2,151188,0.93304,0.1754,TOM1L2,0.43851480964801504,0.7499004548651818,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000107745,10,74127098,74385899,305,3,151188,0.93277,0.17547,MICU1,0.5135512668972069,0.7499004548651818,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000113645,5,167718656,167899308,247,46,151188,0.93259,0.17551,WWC1,0.2400724196268013,0.7499004548651818,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000138172,10,105206543,105212660,3,2,151188,0.93259,0.17552,CALHM2,0.2459649580540171,0.7499004548651818,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000058668,1,203595689,203713209,133,14,151188,0.93215,0.17563,ATP2B4,0.2462537819382996,0.75016738317757,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000168411,16,74655292,74700779,87,6,151188,0.93152,0.17579,RFWD3,0.6900771072824952,0.75016738317757,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000165568,10,4828821,4890254,146,19,151188,0.93153,0.17579,AKR1E2,0.9267449058251446,0.75016738317757,No,1.0,No,0.9983048192576727,No,1.0,No
ENSG00000131951,14,60386431,60530277,170,4,151188,0.93126,0.17586,LRRC9,0.8782422169734251,0.75016738317757,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000243232,5,140345820,140391936,34,6,151188,0.93113,0.17589000000000002,PCDHAC2,0.09630292391637407,0.75016738317757,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000172757,11,65590493,65629497,32,3,151188,0.93098,0.17593,CFL1,0.9477583695296686,0.75016738317757,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000067225,15,72491370,72524164,27,4,151188,0.93093,0.17594,PKM,0.18992294831447265,0.75016738317757,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000095574,10,124750322,124768333,29,5,151188,0.93085,0.17595999999999998,IKZF5,0.5667796109962415,0.75016738317757,No,1.0,No,0.9964257331379759,No,1.0,No
