"Ensembl Gene ID","Gene name","Chromosome","Start position","End position","N SNPs","N Param","Z-score","P-value","Bonferroni P-value","Bonferroni significant"
"ENSG00000140153","WDR20","14","102605840","102691184","77","6","1.1224","0.13086","1.0","No"
"ENSG00000080824","HSP90AA1","14","102547075","102606036","73","6","0.76054","0.22347","1.0","No"
"ENSG00000197102","DYNC1H1","14","102430865","102517129","90","6","-0.039292","0.51567","1.0","No"
"ENSG00000196663","TECPR2","14","102829300","102968818","336","11","-0.97359","0.83487","1.0","No"
"ENSG00000078304","PPP2R5C","14","102228135","102394326","245","27","2.1737","0.014864","1.0","No"
"ENSG00000197406","DIO3","14","102027688","102029789","1","1","0.84162","0.2","1.0","No"
"ENSG00000269375","AL117190.3","14","101359265","101360646","1","1","0.5244","0.3","1.0","No"
"ENSG00000254656","RTL1","14","101346992","101351184","3","1","-0.15789","0.56273","1.0","No"
"ENSG00000185559","DLK1","14","101192042","101201539","6","3","0.95552","0.16966","1.0","No"
"ENSG00000183092","BEGAIN","14","101003486","101053750","24","4","0.12417","0.45059","1.0","No"
"ENSG00000176473","WDR25","14","100842755","100996640","115","14","1.9414","0.026103","1.0","No"
"ENSG00000258512","RP11-796G6.2","14","102196774","102198859","6","1","3.0638","0.0010928","1.0","No"
"ENSG00000197119","SLC25A29","14","100757448","100772884","6","2","2.0482","0.020272","1.0","No"
"ENSG00000156381","ANKRD9","14","102973179","102976136","5","1","-1.7736","0.96193","1.0","No"
"ENSG00000131323","TRAF3","14","103243813","103377837","160","8","0.78637","0.21582","1.0","No"
"ENSG00000224997","AL049840.1","14","104177607","104179149","1","1","-0.17637","0.57","1.0","No"
"ENSG00000126215","XRCC3","14","104163946","104181841","18","4","0.97196","0.16554","1.0","No"
"ENSG00000256500","RP11-73M18.2","14","104029299","104152261","181","10","0.9263","0.17714","1.0","No"
"ENSG00000256053","APOPT1","14","104029299","104073860","69","5","1.1881","0.1174","1.0","No"
"ENSG00000126214","KLC1","14","104028233","104167888","209","11","0.93691","0.1744","1.0","No"
"ENSG00000166170","BAG5","14","104022881","104029168","8","2","1.3211","0.093237","1.0","No"
"ENSG00000089902","RCOR1","14","103058998","103196913","174","9","-0.94711","0.82821","1.0","No"
"ENSG00000166166","TRMT61A","14","103995521","104003410","14","2","0.72588","0.23396","1.0","No"
"ENSG00000075413","MARK3","14","103851729","103970168","238","8","1.0683","0.1427","1.0","No"
"ENSG00000100664","EIF5","14","103799881","103811362","17","3","-0.80326","0.78909","1.0","No"
"ENSG00000185215","TNFAIP2","14","103589779","103603776","7","2","1.377","0.084249","1.0","No"
"ENSG00000205436","EXOC3L4","14","103566481","103576896","5","2","0.40743","0.34184","1.0","No"
"ENSG00000198752","CDC42BPB","14","103398716","103523799","147","14","-1.5445","0.93876","1.0","No"
"ENSG00000166126","AMN","14","103388993","103399933","6","2","-0.96901","0.83373","1.0","No"
"ENSG00000166165","CKB","14","103985996","103989448","3","1","0.19955","0.42092","1.0","No"
"ENSG00000100711","ZFYVE21","14","104182067","104200005","11","2","0.26551","0.39531","1.0","No"
"ENSG00000100811","YY1","14","100704635","100749129","39","3","1.3615","0.086678","1.0","No"
"ENSG00000196405","EVL","14","100437786","100610573","203","17","-1.0057","0.84272","1.0","No"
"ENSG00000168398","BDKRB2","14","96671016","96710666","60","17","-0.084606","0.53371","1.0","No"
"ENSG00000227051","C14orf132","14","96505661","96560417","94","12","-0.56029","0.71236","1.0","No"
"ENSG00000100721","TCL1A","14","96176304","96180533","4","1","0.72632","0.23382","1.0","No"
"ENSG00000213231","TCL1B","14","96152754","96158980","11","4","-0.32575","0.62769","1.0","No"
"ENSG00000182512","GLRX5","14","95999840","96011061","13","3","-0.72493","0.76575","1.0","No"
"ENSG00000258572","RP11-1070N10.3","14","95982473","95984248","1","1","0.20189","0.42","1.0","No"
"ENSG00000258691","RP11-404P21.8","14","96671181","96730266","86","21","-0.20127","0.57976","1.0","No"
"ENSG00000176438","SYNE3","14","95883831","95942173","145","27","0.12899","0.44868","1.0","No"
"ENSG00000100697","DICER1","14","95552565","95624347","42","6","0.028569","0.4886","1.0","No"
"ENSG00000196136","SERPINA3","14","95078714","95090392","17","5","0.77747","0.21844","1.0","No"
"ENSG00000273259","RP11-986E7.7","14","95058395","95090983","46","10","0.59255","0.27674","1.0","No"
"ENSG00000188488","SERPINA5","14","95027779","95059457","105","13","2.5385","0.0055669","1.0","No"
"ENSG00000100665","SERPINA4","14","95027428","95036250","26","4","1.3587","0.087116","1.0","No"
"ENSG00000165953","SERPINA12","14","94953611","94984181","60","14","0.5431","0.29353","1.0","No"
"ENSG00000165959","CLMN","14","95648277","95786243","138","24","-0.83717","0.79875","1.0","No"
"ENSG00000168350","DEGS2","14","100612756","100626500","9","2","-0.040635","0.51621","1.0","No"
"ENSG00000100739","BDKRB1","14","96722161","96735304","25","7","-0.21366","0.58459","1.0","No"
"ENSG00000066739","ATG2B","14","96747595","96830207","66","7","0.26286","0.39633","1.0","No"
"ENSG00000066629","EML1","14","100204030","100408397","343","26","0.16323","0.43517","1.0","No"
"ENSG00000036530","CYP46A1","14","100150641","100193638","51","5","3.0632","0.0010951","1.0","No"
"ENSG00000182218","HHIPL1","14","100111447","100146906","25","4","0.22667","0.41034","1.0","No"
"ENSG00000205476","CCDC85C","14","99977603","100070363","208","11","0.63919","0.26135","1.0","No"
"ENSG00000090061","CCNK","14","99947506","100001381","33","7","1.9015","0.028619","1.0","No"
"ENSG00000183576","SETD3","14","99864083","99947216","39","1","-0.065372","0.52606","1.0","No"
"ENSG00000258729","DKFZP434O1614","14","96741383","96743060","1","1","-0.67449","0.75","1.0","No"
"ENSG00000127152","BCL11B","14","99635624","99737861","121","22","0.94616","0.17203","1.0","No"
"ENSG00000246223","C14orf64","14","98391947","98444461","74","11","-0.95057","0.82909","1.0","No"
"ENSG00000258869","RP11-204N11.1","14","98215601","98230326","25","4","-0.17733","0.57037","1.0","No"
"ENSG00000100749","VRK1","14","97263641","97398059","181","15","0.0464","0.4815","1.0","No"
"ENSG00000090060","PAPOLA","14","96967770","97033448","27","2","0.59869","0.27469","1.0","No"
"ENSG00000140057","AK7","14","96858448","96955764","58","10","-0.036286","0.51447","1.0","No"
"ENSG00000100744","GSKIP","14","96829814","96853625","13","3","0.1617","0.43577","1.0","No"
"ENSG00000176605","C14orf177","14","99177950","99184098","6","3","-1.256","0.89544","1.0","No"
"ENSG00000156958","GALK2","15","49447853","49660066","525","15","0.14039","0.44418","1.0","No"
"ENSG00000088808","PPP1R13B","14","104200089","104313927","165","4","0.63473","0.2628","1.0","No"
"ENSG00000156414","TDRD9","14","104394799","104519004","316","12","-0.74252","0.77112","1.0","No"
"ENSG00000104067","TJP1","15","29991571","30261068","407","32","-0.83024","0.7968","1.0","No"
"ENSG00000104059","FAM189A1","15","29412457","29862927","930","61","2.1889","0.014301","1.0","No"
"ENSG00000034053","APBA2","15","29129629","29410518","365","14","1.8297","0.033649","1.0","No"
"ENSG00000188626","GOLGA8M","15","28947100","28983530","24","2","-0.50284","0.69246","1.0","No"
"ENSG00000128731","HERC2","15","28356186","28567298","169","9","-1.186","0.88218","1.0","No"
"ENSG00000104044","OCA2","15","28000021","28344504","747","38","1.075","0.14118","1.0","No"
"ENSG00000187951","ARHGAP11B","15","30916697","31065196","170","6","-0.60419","0.72714","1.0","No"
"ENSG00000182256","GABRG3","15","27216429","27778373","658","70","-0.064674","0.52578","1.0","No"
"ENSG00000166206","GABRB3","15","26788693","27184686","415","52","0.53343","0.29687","1.0","No"
"ENSG00000206190","ATP10A","15","25922420","26110317","326","43","0.93674","0.17445","1.0","No"
"ENSG00000114062","UBE3A","15","25582381","25684128","103","5","1.3743","0.084667","1.0","No"
"ENSG00000214265","SNURF","15","25200181","25245423","34","6","-0.19118","0.57581","1.0","No"
"ENSG00000273173","SNURF","15","25200133","25223729","20","4","-0.080521","0.53209","1.0","No"
"ENSG00000128739","SNRPN","15","25068794","25223870","172","47","0.064576","0.47426","1.0","No"
"ENSG00000186297","GABRA5","15","27111510","27194354","25","7","-0.92625","0.82284","1.0","No"
"ENSG00000185823","NPAP1","15","24920541","24928593","7","3","-0.807","0.79017","1.0","No"
"ENSG00000198690","FAN1","15","31196055","31235311","62","7","-1.4072","0.92031","1.0","No"
"ENSG00000134160","TRPM1","15","31293264","31453476","275","35","-1.3274","0.90782","1.0","No"
"ENSG00000140199","SLC12A6","15","34525460","34630261","217","12","-0.92401","0.82226","1.0","No"
"ENSG00000128463","EMC4","15","34517200","34522357","6","2","-1.2045","0.8858","1.0","No"
"ENSG00000134152","KATNBL1","15","34432875","34502297","108","5","-0.63883","0.73853","1.0","No"
"ENSG00000134153","EMC7","15","34376218","34394149","19","3","-0.51954","0.69831","1.0","No"
"ENSG00000184984","CHRM5","15","34260921","34357291","139","12","0.53832","0.29518","1.0","No"
"ENSG00000169857","AVEN","15","34158428","34331377","310","23","0.6264","0.26553","1.0","No"
"ENSG00000166912","MTMR10","15","31231144","31283810","103","7","-0.22721","0.58987","1.0","No"
"ENSG00000198838","RYR3","15","33603163","34158303","941","132","1.3692","0.085462","1.0","No"
"ENSG00000166923","GREM1","15","33010175","33026870","18","4","1.8361","0.03317","1.0","No"
"ENSG00000166922","SCG5","15","32933877","32989299","74","20","0.64697","0.25883","1.0","No"
"ENSG00000198826","ARHGAP11A","15","32907345","32932150","5","1","0.30994","0.3783","1.0","No"
"ENSG00000175344","CHRNA7","15","32322691","32464722","157","20","0.73593","0.23089","1.0","No"
"ENSG00000169918","OTUD7A","15","31775329","32162992","715","19","1.6075","0.053969","1.0","No"
"ENSG00000169926","KLF13","15","31619058","31727868","145","17","0.87068","0.19196","1.0","No"
"ENSG00000248905","FMN1","15","33057747","33486897","766","79","-0.20434","0.58096","1.0","No"
"ENSG00000156411","C14orf2","14","104378625","104394606","12","4","-0.53558","0.70387","1.0","No"
"ENSG00000254585","MAGEL2","15","23888691","23891175","1","1","-0.73885","0.77","1.0","No"
"ENSG00000174450","GOLGA6L2","15","23684645","23692381","16","1","1.0861","0.13872","1.0","No"
"ENSG00000185567","AHNAK2","14","105403581","105444694","28","2","0.39407","0.34677","1.0","No"
"ENSG00000166428","PLD4","14","105391153","105399574","11","2","-0.1427","0.55674","1.0","No"
"ENSG00000099814","CEP170B","14","105331617","105363107","72","4","-0.66393","0.74663","1.0","No"
"ENSG00000179627","ZBTB42","14","105266933","105271049","1","1","-0.80642","0.79","1.0","No"
"ENSG00000142208","AKT1","14","105235686","105262088","12","4","-1.535","0.93761","1.0","No"
"ENSG00000184990","SIVA1","14","105219437","105234831","10","1","-1.4744","0.92982","1.0","No"
"ENSG00000140104","C14orf79","14","105452112","105476819","58","5","0.063688","0.47461","1.0","No"
"ENSG00000185100","ADSSL1","14","105190523","105213662","12","2","-2.5516","0.99464","1.0","No"
"ENSG00000184601","C14orf180","14","105046021","105056852","6","1","0.94888","0.17134","1.0","No"
"ENSG00000258986","TMEM179","14","104941015","105071984","245","21","0.013318","0.49469","1.0","No"
"ENSG00000228032","C14orf144","14","104710541","104712473","2","1","-0.91284","0.81934","1.0","No"
"ENSG00000066735","KIF26A","14","104605060","104647231","43","8","0.78243","0.21698","1.0","No"
"ENSG00000166183","ASPG","14","104552016","104579098","24","5","0.32262","0.37349","1.0","No"
"ENSG00000227729","RD3L","14","104406763","104408645","3","1","-0.63785","0.73821","1.0","No"
"ENSG00000203485","INF2","14","105155943","105185942","21","4","0.13157","0.44766","1.0","No"
"ENSG00000179455","MKRN3","15","23810454","23873064","80","6","-0.545","0.70712","1.0","No"
"ENSG00000170779","CDCA4","14","105475910","105487485","56","4","0.10023","0.46008","1.0","No"
"ENSG00000184916","JAG2","14","105607318","105635161","27","3","-0.0040763","0.50163","1.0","No"
"ENSG00000170113","NIPA1","15","23043277","23100005","93","11","-1.9015","0.97138","1.0","No"
"ENSG00000140157","NIPA2","15","23004684","23034427","91","7","-0.18688","0.57412","1.0","No"
"ENSG00000068793","CYFIP1","15","22892005","23006016","197","34","-0.59951","0.72558","1.0","No"
"ENSG00000153575","TUBGCP5","15","22833395","22873892","66","4","-1.2664","0.89732","1.0","No"
"ENSG00000184986","TMEM121","14","105992940","105996539","1","1","-1.2265","0.89","1.0","No"
"ENSG00000185347","C14orf80","14","105956192","105965912","3","2","2.1102","0.017421","1.0","No"
"ENSG00000183484","GPR132","14","105515728","105531782","17","2","0.5077","0.30583","1.0","No"
"ENSG00000213145","CRIP1","14","105952654","105955284","1","1","0.55338","0.29","1.0","No"
"ENSG00000182979","MTA1","14","105886159","105937066","6","3","1.553","0.060216","1.0","No"
"ENSG00000226174","TEX22","14","105864916","105916443","3","1","1.6105","0.053646","1.0","No"
"ENSG00000179364","PACS2","14","105766900","105864484","1","1","-0.20189","0.58","1.0","No"
"ENSG00000184887","BTBD6","14","105714827","105717430","3","1","-0.1799","0.57138","1.0","No"
"ENSG00000185024","BRF1","14","105675623","105781926","152","6","0.3605","0.35924","1.0","No"
"ENSG00000183828","NUDT14","14","105639275","105647660","14","1","-0.26221","0.60342","1.0","No"
"ENSG00000182809","CRIP2","14","105939299","105946499","1","1","-0.41246","0.66","1.0","No"
"ENSG00000135414","GDF11","12","56137064","56150911","4","1","0.45022","0.32627","1.0","No"
"ENSG00000123388","HOXC11","12","54366910","54371427","2","1","-0.012427","0.50496","1.0","No"
"ENSG00000135437","RDH5","12","56114151","56118489","6","2","-0.13158","0.55234","1.0","No"
"ENSG00000166471","TMEM41B","11","9302201","9336327","58","6","-0.85381","0.8034","1.0","No"
"ENSG00000205339","IPO7","11","9406169","9469673","53","5","0.28527","0.38772","1.0","No"
"ENSG00000166478","ZNF143","11","9481866","9550071","57","5","0.4881","0.31274","1.0","No"
"ENSG00000166483","WEE1","11","9595228","9615004","10","3","0.13474","0.44641","1.0","No"
"ENSG00000133789","SWAP70","11","9685624","9774538","254","10","-0.72916","0.76705","1.0","No"
"ENSG00000133812","SBF2","11","9800214","10315754","868","29","-0.50242","0.69231","1.0","No"
"ENSG00000133805","AMPD3","11","10329860","10529126","285","41","-0.047422","0.51891","1.0","No"
"ENSG00000110315","RNF141","11","10533225","10562777","35","4","0.30106","0.38168","1.0","No"
"ENSG00000133800","LYVE1","11","10578513","10633236","53","8","-0.7874","0.78448","1.0","No"
"ENSG00000072952","MRVI1","11","10594638","10715535","176","19","0.87283","0.19138","1.0","No"
"ENSG00000198730","CTR9","11","10772534","10801290","16","5","-1.3806","0.9163","1.0","No"
"ENSG00000110321","EIF4G2","11","10818597","10830657","12","3","0.39389","0.34683","1.0","No"
"ENSG00000236287","ZBED5","11","10833621","10880343","46","6","-0.76329","0.77736","1.0","No"
"ENSG00000110328","GALNT18","11","11292423","11643552","684","100","-1.3421","0.91022","1.0","No"
"ENSG00000254598","CSNK2A3","11","11373489","11374904","2","1","-0.36739","0.64334","1.0","No"
"ENSG00000170242","USP47","11","11862970","11980870","69","6","1.6939","0.04514","1.0","No"
"ENSG00000050165","DKK3","11","11984653","12031316","106","29","0.7569","0.22455","1.0","No"
"ENSG00000186104","CYP2R1","11","14899553","14913798","8","2","-1.2904","0.90155","1.0","No"
"ENSG00000152270","PDE3B","11","14665269","14892350","187","12","-0.30064","0.61815","1.0","No"
"ENSG00000129084","PSMA1","11","14515329","14665181","113","10","0.16128","0.43593","1.0","No"
"ENSG00000256206","PSMA1","11","14515329","14541890","30","3","0.4874","0.31299","1.0","No"
"ENSG00000129083","COPB1","11","14464986","14521573","73","5","0.031341","0.4875","1.0","No"
"ENSG00000133818","RRAS2","11","14299472","14386052","55","8","-0.23444","0.59268","1.0","No"
"ENSG00000184014","DENND5A","11","9160372","9286937","166","11","-1.6393","0.94942","1.0","No"
"ENSG00000197601","FAR1","11","13690217","13753893","42","9","-0.36271","0.64159","1.0","No"
"ENSG00000148925","BTBD10","11","13409548","13484844","112","7","0.55128","0.29072","1.0","No"
"ENSG00000133794","ARNTL","11","13298199","13408813","130","16","1.8711","0.030667","1.0","No"
"ENSG00000187079","TEAD1","11","12695969","12966298","238","24","0.34547","0.36487","1.0","No"
"ENSG00000197702","PARVA","11","12398732","12552348","163","36","0.95422","0.16999","1.0","No"
"ENSG00000133808","MICALCL","11","12297627","12380691","145","19","-0.27439","0.60811","1.0","No"
"ENSG00000133816","MICAL2","11","12115543","12285334","330","47","2.1154","0.017198","1.0","No"
"ENSG00000152266","PTH","11","13513602","13517728","7","2","-0.61431","0.73049","1.0","No"
"ENSG00000175868","CALCB","11","14926543","15103888","267","7","-1.2147","0.88776","1.0","No"
"ENSG00000175356","SCUBE2","11","9041071","9159661","125","19","-1.5382","0.938","1.0","No"
"ENSG00000175348","TMEM9B","11","8968841","8986558","28","2","-0.39544","0.65374","1.0","No"
"ENSG00000158042","MRPL17","11","6702013","6704632","9","2","-0.30533","0.61994","1.0","No"
"ENSG00000188124","OR2AG2","11","6789218","6790286","3","2","1.4267","0.076831","1.0","No"
"ENSG00000170803","OR2AG1","11","6806248","6807245","3","1","1.2867","0.099104","1.0","No"
"ENSG00000184933","OR6A2","11","6815756","6817128","2","1","0.44333","0.32876","1.0","No"
"ENSG00000166363","OR10A5","11","6866883","6867936","1","1","-0.5244","0.7","1.0","No"
"ENSG00000170790","OR10A2","11","6890924","6891976","7","2","-0.58727","0.72149","1.0","No"
"ENSG00000170782","OR10A4","11","6897856","6898850","3","2","-0.17509","0.56949","1.0","No"
"ENSG00000166368","OR2D2","11","6912721","6913830","2","1","-0.39456","0.65342","1.0","No"
"ENSG00000178358","OR2D3","11","6942205","6943264","6","2","-2.4795","0.99342","1.0","No"
